Br,FA,acetone,-0.64878008312999713
Br,FA,DMF,-0.26966100738220344
Br,FA,dmso,1.6517138511365039
Br,FA,gbl,-1.223917099015599
Br,FA,methacrolein,-1.0115384361224884
Br,FA,nitromethane,-1.3808304446792887
Br,FA,nmp,-0.74020062102568962
Br,FA,THTO,0.69984191201030688
Br,MA,acetone,-0.44455524873359326
Br,MA,DMF,-0.20160866616060619
Br,MA,dmso,1.2538108150625771
Br,MA,gbl,-0.79669507623781488
Br,MA,methacrolein,-0.63299854318456061
Br,MA,nitromethane,-1.3809583697248933
Br,MA,nmp,-0.090012680038875942
Br,MA,THTO,1.066250916400258
Br,Cs,acetone,-0.54650341180205897
Br,Cs,DMF,-0.10263988171978615
Br,Cs,dmso,1.8888226594612567
Br,Cs,gbl,-0.78861559827650851
Br,Cs,methacrolein,-0.78218915516483134
Br,Cs,nitromethane,-1.205597661953894
Br,Cs,nmp,0.10048375589348323
Br,Cs,THTO,1.8085818460221561
Cl,FA,acetone,-0.64723581852614498
Cl,FA,DMF,-0.23059653033092833
Cl,FA,dmso,0.85849108077779912
Cl,FA,gbl,-0.95066026696826478
Cl,FA,methacrolein,-0.49619481198308657
Cl,FA,nitromethane,-1.0988784383304999
Cl,FA,nmp,-1.0528931097092418
Cl,FA,THTO,0.060460746758797888
Cl,MA,acetone,-0.44247885494753475
Cl,MA,DMF,-0.18216862620496993
Cl,MA,dmso,0.92495981757155643
Cl,MA,gbl,-1.069506767100961
Cl,MA,methacrolein,-0.94444407273192921
Cl,MA,nitromethane,-0.90899268053069127
Cl,MA,nmp,0.20826652859369185
Cl,MA,THTO,1.0271666842650031
Cl,Cs,acetone,-0.34178075942931624
Cl,Cs,DMF,0.14578833042166126
Cl,Cs,dmso,1.0758724088581422
Cl,Cs,gbl,-0.39132258198713116
Cl,Cs,methacrolein,-0.41657013274974519
Cl,Cs,nitromethane,-0.96992993797716331
Cl,Cs,nmp,0.22997493426740376
Cl,Cs,THTO,1.8303412680240958
I,FA,acetone,-0.30128230747648199
I,FA,DMF,0.3570806107865051
I,FA,dmso,0.976472996834995
I,FA,gbl,-0.83615781877919582
I,FA,methacrolein,-0.35497096300831105
I,FA,nitromethane,-1.2429620750765638
I,FA,nmp,0.33830479301444982
I,FA,THTO,2.245342932900686
I,MA,acetone,-0.083238907172525745
I,MA,DMF,0.42741579494398263
I,MA,dmso,1.6323906908637482
I,MA,gbl,-0.79589981567715329
I,MA,methacrolein,-0.15713262736008354
I,MA,nitromethane,-1.1534892763499998
I,MA,nmp,0.4519585666034196
I,MA,THTO,1.8855038720759925
I,Cs,acetone,-0.26457817523836391
I,Cs,DMF,0.35372193824338743
I,Cs,dmso,2.2364254867411537
I,Cs,gbl,-0.51106962970461267
I,Cs,methacrolein,-0.31495302766477778
I,Cs,nitromethane,-1.0635154108924756
I,Cs,nmp,1.1901951819762244
I,Cs,THTO,2.5445649877516057
